axis_1,axis_2,word
-1.0022537731543206,-0.7626699001481756,saudi
0.460947662731628,-0.28214553157330835,word
-0.17103512685671368,-0.8088553116464466,business
-1.4090880791785148,-1.382705631007754,york
-0.6205961733635265,-0.6307371162113897,le
-0.40265092397154856,-0.1544156249163108,until
0.05943645093733704,-0.3713488309840517,second
-0.12664243672095937,-0.46878083268462173,court
-1.483987325047982,-0.9044202478047012,israel
0.12170680328443094,0.6855419975905397,enough
1.9272677604884647,0.4797380852697191,lot
-0.41257027830035137,0.17336135217503038,deal
-1.1172216279980418,-1.0403471167390512,podesta
-1.0553860431963178,-0.821780094679965,didn
0.3923051240743637,-0.049337206997730344,best
-0.9794165399840581,-0.4870257957385928,ago
-0.6100709846950141,0.2904885310415648,away
-0.2867740420742242,-0.8656731594356891,street
0.21099566594406363,-0.6745279417739609,event
0.046803268369297685,-0.08295304345954349,several
1.6428933658208926,-0.6094236998458157,level
-0.18503695517198795,0.36055169616116567,read
-0.052945311276832385,-0.28419251560856734,clear
-0.5099370978026829,-0.6288101901859475,person
-0.3378581201849997,1.1156268458055432,working
-0.3418905761028933,-0.6559030804429293,western
0.8703339213774742,-0.4183327034667063,death
-1.0330224614048673,-0.30134321237468964,congress
-0.33240607485540324,-0.9563400224078071,though
-0.4148462041608603,-0.21620587790074328,little
-0.4684794442592552,0.39162511822464574,using
-0.2398628033151713,-0.7514324160234758,financial
1.2922139609732386,-0.17776847648515823,view
-0.4237421319877115,1.2357824303821994,got
0.37255213044261126,-0.8502410983610086,process
-0.3653491204393941,-0.7415602790803286,organization
0.5318981481133241,-0.5888134624847214,each
-0.04565873313019154,0.5516023586098215,won
0.9827001448812218,-0.22150269834329056,term
0.7084396217383797,-0.5660398649240528,thought
-0.8333124989053265,-0.09562188745177289,doing
-0.6556636140946442,1.0054978538111172,effort
-0.8064592215678202,-0.8179744112258373,muslim
-0.13496585239014908,-0.5363064982210303,school
-0.06672088464509215,-1.0600806615320963,administration
0.012248071438299715,-0.46764502339553926,wall
-0.010808991271450774,0.09274522368100513,possible
-0.8927035151328168,0.1821797361651734,known
0.027178653837483205,0.29288954941191564,within
0.6689131877980856,0.16894804282658188,line
-0.8466123200161128,0.030114977780265593,stop
-0.5852611773381909,0.023900144385068045,air
-0.15929724648001342,0.7727848698266176,tell
-0.6941580950430941,0.7539333161566927,having
-0.38850060091498695,0.24445595571775985,based
-0.20440452895373146,-0.19440457580849213,statement
-1.0487740292966212,-1.1608782048991346,putin
-0.6013927437892097,0.6262772081588412,wrote
0.226877118821424,-0.4205949649443129,officer
-0.5217148240249374,0.49836552500526465,among
-0.4813377234867002,-0.486270381687184,press
0.004881363258726205,1.2961786351130884,taking
-0.6805631574291919,1.2630097884098086,lead
-0.26511669492475665,0.9429963404344831,run
0.6434538741292775,-0.9322261771486081,idea
0.31346028389394254,-0.4027689705757679,future
-1.266318224868571,-0.9656562762309157,al
-0.9070783593077192,-0.01749823864109183,anything
-0.7888947889333328,-0.213195909750875,ll
1.0306523177124052,0.24025280353717612,face
-0.15846961514228966,1.2577006317731156,pay
0.6615042869045245,-0.4278240860869666,full
0.609687426880046,-0.5176875684193849,body
0.06509087653740266,0.09513681001143957,decision
-0.28995108193102576,1.697643921993289,took
0.18073774415939103,0.5507219376643531,across
-0.3392581126793968,-0.10427506334471151,job
-0.377276906849244,0.8490304756344376,close
-0.7832169750439055,-0.31348491946011114,always
-0.4112355994747612,0.25381073286172584,making
-0.5658493855274171,-0.09714233362765276,nuclear
0.2870733895537881,-1.0776386604996246,defense
-0.04777669565826895,-0.8241075658296558,class
-1.107196576452124,1.0911004239367335,able
-0.03543591216467111,-0.14013475876492615,early
-0.6548243382697164,0.7339375545508703,move
0.8850031753848258,1.3198080148633007,set
