iteration,loss_value
1,6.167464256286621
2,5.777482032775879
3,6.638128757476807
4,6.187847137451172
5,6.793471813201904
6,6.4755072593688965
7,5.7514801025390625
8,6.880720138549805
9,5.645176410675049
10,6.334942817687988
11,6.386587142944336
12,5.635374546051025
13,6.140598773956299
14,6.193572998046875
15,6.427414417266846
16,6.243979454040527
17,5.966131210327148
18,6.475157260894775
19,5.753792762756348
20,7.132645130157471
21,6.475289344787598
22,6.416524887084961
23,6.539726257324219
24,5.866260528564453
25,6.017580986022949
26,6.080234527587891
27,5.983416557312012
28,6.5830888748168945
29,6.541604042053223
30,5.809837341308594
31,6.205377101898193
32,6.552711486816406
33,6.658390998840332
34,6.388527870178223
35,6.218356132507324
36,5.800755500793457
37,5.866663932800293
38,6.576437950134277
39,5.783576011657715
40,5.763802528381348
41,6.596349239349365
42,6.068917274475098
43,6.303881645202637
44,6.289059638977051
45,6.446147918701172
46,6.2822957038879395
47,6.455168724060059
48,5.4714884757995605
49,6.344472885131836
50,6.355778694152832
51,6.212223052978516
52,6.235591888427734
53,6.407451629638672
54,5.881011962890625
55,6.1665825843811035
56,6.166440486907959
57,5.801787853240967
58,6.205409049987793
59,6.242897987365723
60,5.988094329833984
61,6.052425384521484
62,6.087523937225342
63,6.263343334197998
64,5.795565605163574
65,6.516699314117432
66,5.930658340454102
67,6.322186470031738
68,5.833202362060547
69,5.8387675285339355
70,5.970534324645996
71,5.731716156005859
72,6.066253185272217
73,6.011697769165039
74,5.425506114959717
75,6.279200553894043
76,5.857529640197754
77,6.129489898681641
78,6.268918991088867
79,5.815528869628906
80,5.958827018737793
81,6.043549537658691
82,6.214505672454834
83,5.5003156661987305
84,5.6840033531188965
85,6.223702430725098
86,6.237099647521973
87,5.996669769287109
88,6.249051094055176
89,6.049743175506592
90,6.189966678619385
91,5.704564094543457
92,6.073824882507324
93,5.776261329650879
94,6.088181495666504
95,5.698152542114258
96,5.816948890686035
97,5.709626197814941
98,6.025345325469971
99,6.088075637817383
100,5.703987121582031
101,5.863037586212158
102,5.855996131896973
103,6.291440963745117
104,6.0217437744140625
105,5.846271514892578
106,6.118832588195801
107,5.978750228881836
108,5.775530815124512
109,5.968357563018799
110,5.498242378234863
111,5.983258247375488
112,5.882106781005859
113,5.76207160949707
114,5.907530784606934
115,5.991917133331299
116,5.350805282592773
117,5.395082950592041
118,5.816344261169434
119,5.899418830871582
120,6.036087989807129
121,6.002589702606201
122,6.106934547424316
123,5.4409003257751465
124,6.543560028076172
125,6.162016868591309
126,5.911620140075684
127,5.799152851104736
128,6.47568941116333
129,5.757017135620117
130,6.033527374267578
131,5.613964080810547
132,6.019662857055664
133,5.803702354431152
134,5.622411251068115
135,5.1427903175354
136,5.928924560546875
137,6.280910491943359
138,5.897930145263672
139,6.099893569946289
140,6.088602066040039
141,5.767192840576172
142,6.036073684692383
143,5.748887062072754
144,6.086313247680664
145,5.97831916809082
146,5.010041236877441
147,5.524923801422119
148,5.784884452819824
149,5.6841349601745605
150,5.912188529968262
151,5.9709153175354
152,5.383293151855469
153,5.507464408874512
154,5.8597307205200195
155,6.102743148803711
156,5.667289733886719
157,6.0452728271484375
158,6.250551223754883
159,5.590888023376465
160,6.11590576171875
161,5.938938140869141
162,5.921228408813477
163,5.92534875869751
164,5.937864303588867
165,5.754490852355957
166,5.56444787979126
167,5.744603633880615
168,5.5335211753845215
169,5.451878547668457
170,5.710205078125
171,5.746599197387695
172,5.433020114898682
173,5.644540786743164
174,5.583959579467773
175,5.415859222412109
176,5.2896223068237305
177,6.1975998878479
178,5.8899383544921875
179,5.248996257781982
180,6.15313196182251
181,5.477595329284668
182,5.213642120361328
183,5.349416732788086
184,5.089804649353027
185,5.440716743469238
186,5.986947059631348
187,5.556238174438477
188,5.687329292297363
189,5.54741907119751
190,5.786407470703125
191,5.675632476806641
192,5.5631279945373535
193,5.556147575378418
194,5.398691177368164
195,5.515110015869141
196,5.772326946258545
197,5.598836898803711
198,5.431035041809082
199,5.560029983520508
200,5.484432697296143
201,5.358802795410156
202,5.5474090576171875
203,5.596348762512207
204,5.760958671569824
205,5.486965179443359
206,5.254521369934082
207,5.509944915771484
208,5.592988014221191
209,5.413938522338867
210,4.833674430847168
211,5.123687744140625
212,6.074316501617432
213,5.454883098602295
214,6.04713249206543
215,5.325265884399414
216,5.620217800140381
217,5.203177452087402
218,5.543669700622559
219,5.202195167541504
220,5.250022888183594
221,5.922219276428223
222,5.587410926818848
223,5.275749206542969
224,5.573953151702881
225,5.153024196624756
226,5.09011173248291
227,5.292324066162109
228,5.551362037658691
229,5.27327823638916
230,5.383569240570068
231,5.526933193206787
232,5.250075817108154
233,5.358335971832275
234,5.502434253692627
235,5.436474800109863
236,4.962287902832031
237,5.704362869262695
238,5.727774620056152
239,5.598325729370117
240,5.31118106842041
241,5.500090599060059
242,5.412869453430176
243,5.457650184631348
244,5.331340789794922
245,5.495258808135986
246,4.9662766456604
247,5.084843635559082
248,5.17108154296875
249,5.070650100708008
250,5.421825885772705
251,5.69537353515625
252,5.783707618713379
253,4.886251926422119
254,5.128273963928223
255,5.095298767089844
256,5.7049241065979
257,5.125140190124512
258,6.1443281173706055
259,5.418215751647949
260,5.666295051574707
261,5.281203746795654
262,5.241401672363281
263,5.387001037597656
264,5.50669527053833
265,5.538546562194824
266,5.260166168212891
267,4.91864538192749
268,5.586761951446533
269,5.376911163330078
270,5.195037364959717
271,5.529300212860107
272,5.408144950866699
273,5.53934383392334
274,5.21086311340332
275,5.445413589477539
276,4.960240364074707
277,5.709661483764648
278,5.369953155517578
279,5.253161430358887
280,5.171242713928223
281,5.19144344329834
282,5.441773414611816
283,5.030947685241699
284,5.586638927459717
285,4.897646903991699
286,4.939030647277832
287,5.2986345291137695
288,5.597020149230957
289,4.942277431488037
290,5.108111381530762
291,4.972685813903809
292,4.98923397064209
293,5.494711875915527
294,4.835176467895508
295,5.012423038482666
296,5.057437419891357
297,5.2888946533203125
298,5.090162754058838
299,5.413091659545898
300,4.959145545959473
301,5.239205360412598
302,5.7795023918151855
303,5.111088752746582
304,5.230955600738525
305,5.047996997833252
306,4.975873947143555
307,5.595535755157471
308,4.808585166931152
309,5.234399795532227
310,4.922067642211914
311,5.000643730163574
312,5.581912517547607
313,5.342044830322266
314,5.407121658325195
315,4.849391937255859
316,5.748075485229492
317,5.504347324371338
318,5.508813858032227
319,5.0788164138793945
320,4.724235534667969
321,4.995481491088867
322,5.14236307144165
323,5.431990623474121
324,5.222662925720215
325,4.861055850982666
326,5.529537200927734
327,5.1316328048706055
328,4.768942832946777
329,4.659954071044922
330,5.255528450012207
331,5.786037445068359
332,4.79102087020874
333,5.194200038909912
334,5.022013187408447
335,5.2647809982299805
336,5.616246223449707
337,5.0305070877075195
338,5.4785308837890625
339,4.937812805175781
340,5.45131778717041
341,4.913577079772949
342,5.473882675170898
343,5.048977375030518
344,5.411992073059082
345,4.919983863830566
346,4.858047962188721
347,4.910504341125488
348,5.099673271179199
349,5.3491058349609375
350,5.072431564331055
351,4.940173625946045
352,5.429741859436035
353,4.841487884521484
354,5.18782377243042
355,5.296558380126953
356,5.172491550445557
357,5.016053199768066
358,4.823448657989502
359,5.285079002380371
360,5.112277984619141
361,4.953896522521973
362,4.925238132476807
363,5.232865333557129
364,4.609277725219727
365,4.9609293937683105
366,5.1012749671936035
367,4.861607551574707
368,4.886648654937744
369,4.693515777587891
370,5.095578670501709
371,4.562878608703613
372,4.477522850036621
373,4.622431755065918
374,4.61955451965332
375,5.280431747436523
376,5.3738555908203125
377,4.886289119720459
378,5.2052226066589355
379,4.7328901290893555
380,4.898393630981445
381,4.867774963378906
382,4.862917423248291
383,4.726053237915039
384,5.004392147064209
385,5.040450096130371
386,5.004031181335449
387,4.86253023147583
388,5.088503837585449
389,4.866310119628906
390,5.1758341789245605
391,4.9886884689331055
392,4.8109564781188965
393,4.895902156829834
394,5.267438888549805
395,4.761687278747559
396,4.7392144203186035
397,4.542756080627441
398,4.719901084899902
399,4.855315208435059
400,5.185312271118164
401,4.761427879333496
402,4.722104072570801
403,5.216553688049316
404,4.5774245262146
405,5.026165962219238
406,4.817404747009277
407,4.95088005065918
408,4.95601224899292
409,4.557533264160156
410,4.720005035400391
411,4.979750633239746
412,5.0114336013793945
413,4.681241035461426
414,4.718920707702637
415,5.0131354331970215
416,4.623326778411865
417,5.102772235870361
418,5.263861656188965
419,4.828948020935059
420,4.591529369354248
421,4.470742225646973
422,4.843316555023193
423,4.590036869049072
424,4.535789489746094
425,4.706665515899658
426,4.7217793464660645
427,4.763891220092773
428,4.925006866455078
429,4.825216293334961
430,4.83004093170166
431,5.3331193923950195
432,4.527037620544434
433,4.705289840698242
434,5.048138618469238
435,4.7983293533325195
436,4.536080837249756
437,4.771722793579102
438,4.749635696411133
439,4.750794887542725
440,4.413677215576172
441,4.757802963256836
442,5.067154884338379
443,4.750375747680664
444,4.971449851989746
445,4.929884910583496
446,4.862377166748047
447,5.004225730895996
448,4.742416858673096
449,4.785636901855469
450,4.706724166870117
451,5.00478982925415
452,5.091344833374023
453,4.623574256896973
454,5.102948188781738
455,4.7003302574157715
456,4.3481903076171875
457,5.02806282043457
458,4.829530715942383
459,4.980416297912598
460,4.739743232727051
461,4.340790748596191
462,4.45543098449707
463,4.612445831298828
464,4.760927677154541
465,4.67241096496582
466,4.758392810821533
467,4.633245468139648
468,4.595736503601074
469,4.701853275299072
470,4.642573833465576
471,4.745387077331543
472,4.537843704223633
473,4.70054817199707
474,4.809608459472656
475,4.418450355529785
476,4.418704032897949
477,4.600288391113281
478,5.092073440551758
479,4.686164379119873
480,4.64921236038208
481,4.791168212890625
482,4.988667011260986
483,4.876411437988281
484,4.6936492919921875
485,4.868903160095215
486,4.911872863769531
487,4.812293529510498
488,4.164850234985352
489,4.716297149658203
490,4.516119480133057
491,4.884237289428711
492,4.334612846374512
493,4.616064071655273
494,4.679736137390137
495,4.565855026245117
496,5.031282424926758
497,5.032256126403809
498,4.513905048370361
499,4.792065620422363
500,4.8682661056518555
501,4.681067943572998
502,4.573944091796875
503,4.903082847595215
504,4.6627655029296875
505,4.643337249755859
506,4.592902183532715
507,4.648570537567139
508,4.283270835876465
509,4.307153701782227
510,4.485451698303223
511,4.55866003036499
512,4.840350151062012
513,5.103470802307129
514,4.822628021240234
515,4.1872758865356445
516,4.569228649139404
517,4.259783744812012
518,4.360013008117676
519,4.555459022521973
520,4.737563133239746
521,4.160375118255615
522,4.619015216827393
523,4.4834818840026855
524,4.6475934982299805
525,3.7535758018493652
526,4.732538223266602
527,4.786214828491211
528,4.271418571472168
529,4.270551681518555
530,4.542584419250488
531,4.666138648986816
532,4.511488437652588
533,4.432278156280518
534,3.9679150581359863
535,4.260653495788574
536,4.538766860961914
537,4.674963474273682
538,4.872623443603516
539,4.649600028991699
540,4.454211235046387
541,4.918432235717773
542,4.445850372314453
543,4.339906692504883
544,4.669841289520264
545,4.410979747772217
546,4.39019775390625
547,4.406142234802246
548,4.112897872924805
549,4.770399570465088
550,4.2576494216918945
551,4.590784072875977
552,4.5083112716674805
553,4.198375701904297
554,5.074836254119873
555,4.7487592697143555
556,4.49086856842041
557,4.526350498199463
558,4.299076080322266
559,4.36558723449707
560,4.538379192352295
561,4.620815277099609
562,4.393762588500977
563,4.338525295257568
564,4.360186576843262
565,4.771709442138672
566,4.363925933837891
567,4.540802955627441
568,4.549960136413574
569,4.212274551391602
570,3.9497814178466797
571,4.495558738708496
572,4.480740070343018
573,4.526732444763184
574,4.233968734741211
575,4.571357727050781
576,4.381533622741699
577,4.757342338562012
578,4.552918434143066
579,4.362247943878174
580,4.442536354064941
581,4.371979236602783
582,4.851014137268066
583,4.457614898681641
584,4.369711875915527
585,4.388955116271973
586,4.4589972496032715
587,4.539017200469971
588,4.360097885131836
589,4.593570709228516
590,4.521440029144287
591,4.567140579223633
592,4.3037543296813965
593,4.498827934265137
594,4.5421013832092285
595,4.543396472930908
596,4.388717174530029
597,4.590147018432617
598,4.451694488525391
599,4.7110748291015625
600,4.409792423248291
601,4.285689353942871
602,4.653870582580566
603,4.595773696899414
604,4.635449409484863
605,4.325531959533691
606,4.541514873504639
607,4.2239089012146
608,4.4071149826049805
609,3.9790685176849365
610,4.462010860443115
611,4.63271427154541
612,4.281919956207275
613,4.113127708435059
614,4.43214225769043
615,4.600064277648926
616,4.4284868240356445
617,4.439512252807617
618,4.254227638244629
619,4.636194229125977
620,4.534023761749268
621,4.406490802764893
622,4.1960129737854
623,4.648260116577148
624,4.541963577270508
625,4.190361022949219
626,4.684598922729492
627,4.646069526672363
628,4.321211338043213
629,4.519902229309082
630,4.208795547485352
631,4.327752590179443
632,4.080150604248047
633,4.6680908203125
634,4.481817245483398
635,4.098237991333008
636,4.391135215759277
637,3.983856201171875
638,4.639294624328613
639,4.575960159301758
640,4.371617317199707
641,4.5527520179748535
642,4.4686784744262695
643,4.16327428817749
644,4.652586460113525
645,4.2324676513671875
646,4.452530860900879
647,4.548640251159668
648,4.392621994018555
649,4.406126499176025
650,4.562213897705078
651,4.500720024108887
652,4.350964546203613
653,4.0788421630859375
654,4.453217506408691
655,4.41922664642334
656,4.5538740158081055
657,4.4131598472595215
658,4.2591118812561035
659,4.337661266326904
660,4.382911682128906
661,4.311833381652832
662,4.008449554443359
663,4.427557945251465
664,4.34984016418457
665,4.143360614776611
666,4.428028106689453
667,4.408124923706055
668,4.373256683349609
669,4.49307107925415
670,4.519500255584717
671,3.915952205657959
672,4.5391950607299805
673,4.369281768798828
674,4.790970802307129
675,4.30704927444458
676,4.368424892425537
677,4.464434623718262
678,4.348309516906738
679,4.22599458694458
680,4.296743392944336
681,4.418039798736572
682,4.267699241638184
683,3.962453842163086
684,4.150926113128662
685,4.613039493560791
686,4.346660614013672
687,4.309579849243164
688,4.126157760620117
689,4.102338790893555
690,3.855072021484375
691,4.171078681945801
692,4.325109481811523
693,4.128261566162109
694,4.442207336425781
695,4.3079328536987305
696,4.0750226974487305
697,4.408507347106934
698,4.590742588043213
699,4.09086275100708
700,4.127601146697998
701,4.235595226287842
702,4.33376407623291
703,4.264305114746094
704,4.2333455085754395
705,4.261748790740967
706,3.927269697189331
707,4.461813926696777
708,4.383685111999512
709,4.267147064208984
710,4.571236610412598
711,4.6120924949646
712,4.205997467041016
713,4.061973571777344
714,4.464725971221924
715,4.847540855407715
716,4.321089267730713
717,4.6383585929870605
718,4.470917701721191
719,4.269748687744141
720,4.358025074005127
721,4.15275239944458
722,4.165577411651611
723,3.8981878757476807
724,4.238344669342041
725,4.485461235046387
726,4.33980131149292
727,4.430204391479492
728,4.147214889526367
729,3.9454116821289062
730,4.2720489501953125
731,4.198347091674805
732,4.333420276641846
733,4.305002212524414
734,4.058918476104736
735,3.9061717987060547
736,3.927490711212158
737,4.13930606842041
738,4.301042556762695
739,4.041579723358154
740,4.351544380187988
741,4.657011985778809
742,4.550708770751953
743,4.369903087615967
744,4.147292613983154
745,4.263837814331055
746,4.555185317993164
747,4.3381805419921875
748,4.110579490661621
749,3.9613494873046875
750,4.471948623657227
751,4.613603115081787
752,4.27918004989624
753,4.715327739715576
754,4.3736467361450195
755,4.228871822357178
756,4.399176120758057
757,4.246427536010742
758,4.285571098327637
759,4.339799880981445
760,4.093057632446289
761,4.288926124572754
762,4.288890361785889
763,4.123111724853516
764,4.3125786781311035
765,4.040203094482422
766,4.400064468383789
767,4.178979873657227
768,4.363040447235107
769,4.041556358337402
770,4.081428527832031
771,4.309384822845459
772,4.477120399475098
773,4.015133857727051
774,4.430302143096924
775,4.2440643310546875
776,4.686281204223633
777,4.313834190368652
778,4.188591957092285
779,4.563623428344727
780,4.147459983825684
781,3.7711918354034424
782,4.16566801071167
783,4.145724773406982
784,4.284605026245117
785,4.219666004180908
786,4.285508632659912
787,4.137659549713135
788,4.147011756896973
789,3.666046142578125
790,4.08748197555542
791,4.173123836517334
792,4.115373611450195
793,4.3419599533081055
794,4.136853218078613
795,3.9904932975769043
796,3.9736928939819336
797,4.2383880615234375
798,4.098846435546875
799,4.500332832336426
800,3.8299622535705566
801,4.251130104064941
802,4.146545886993408
803,4.501832962036133
804,4.1711225509643555
805,3.923795223236084
806,4.016872882843018
807,4.058553695678711
808,4.179846286773682
809,3.9543559551239014
810,4.641303539276123
811,3.8936288356781006
812,4.098862648010254
813,4.210203170776367
814,4.5800323486328125
815,4.0192975997924805
816,4.246807098388672
817,4.298931121826172
818,3.88835072517395
819,4.12831974029541
820,4.214171886444092
821,4.217076301574707
822,4.032641410827637
823,3.729907989501953
824,3.993866443634033
825,3.933257818222046
826,3.8844285011291504
827,4.265169143676758
828,4.276872158050537
829,4.013666152954102
830,3.9467859268188477
831,3.904285430908203
832,4.179070472717285
833,4.176821708679199
834,4.281529903411865
835,4.132282733917236
836,4.4445905685424805
837,4.067441940307617
838,4.157406806945801
839,3.9219560623168945
840,3.9802660942077637
841,3.820509672164917
842,3.8238120079040527
843,4.04166316986084
844,3.9725780487060547
845,4.43968391418457
846,3.879502058029175
847,4.229387283325195
848,3.8661956787109375
849,4.014939308166504
