iteration,loss_value
1,6.422621726989746
2,6.973535537719727
3,6.433384895324707
4,6.836419105529785
5,6.704098224639893
6,6.5039520263671875
7,6.386413097381592
8,5.666511058807373
9,6.520099639892578
10,6.198904514312744
11,5.810687065124512
12,5.780920505523682
13,6.4849443435668945
14,6.7563886642456055
15,6.441155433654785
16,6.269362449645996
17,6.355827808380127
18,6.58807373046875
19,6.070442199707031
20,6.501947402954102
21,6.408751487731934
22,6.4089508056640625
23,6.405022621154785
24,6.105536937713623
25,5.909539222717285
26,6.394646167755127
27,6.58364200592041
28,6.3095879554748535
29,6.313417434692383
30,6.790182113647461
31,6.411811351776123
32,6.178320407867432
33,6.737294673919678
34,6.402316570281982
35,6.432766437530518
36,6.743496417999268
37,6.282581806182861
38,6.162064552307129
39,5.991633415222168
40,6.373723030090332
41,6.090594291687012
42,6.0368876457214355
43,5.834068298339844
44,6.025500297546387
45,6.127431392669678
46,5.96657657623291
47,6.228276252746582
48,6.376482963562012
49,6.251266956329346
50,6.369349479675293
51,6.048910617828369
52,6.231579780578613
53,6.463087558746338
54,6.1674394607543945
55,6.369156360626221
56,6.11036491394043
57,5.849673271179199
58,6.474294185638428
59,6.592524528503418
60,6.467074871063232
61,6.018702983856201
62,6.253103733062744
63,6.453124046325684
64,6.025803565979004
65,5.662425518035889
66,6.662170886993408
67,5.956496238708496
68,6.134271621704102
69,6.589410781860352
70,6.352455139160156
71,6.764152526855469
72,6.423242092132568
73,6.037511348724365
74,6.3138813972473145
75,6.3424787521362305
76,6.456089973449707
77,6.25813102722168
78,6.352251052856445
79,6.447531223297119
80,5.838191032409668
81,6.236953258514404
82,5.900449752807617
83,6.02909517288208
84,6.288546085357666
85,6.242701530456543
86,6.242428779602051
87,6.353304386138916
88,6.6501617431640625
89,5.534943580627441
90,6.3454060554504395
91,6.352013111114502
92,5.782388687133789
93,6.091075897216797
94,6.169589042663574
95,5.805090427398682
96,5.602499008178711
97,5.578627109527588
98,5.76338529586792
99,5.732853412628174
100,5.845515727996826
101,5.783616065979004
102,5.5136213302612305
103,5.899493217468262
104,6.011569023132324
105,6.36366081237793
106,6.097912311553955
107,5.537298202514648
108,5.858314514160156
109,6.2359771728515625
110,5.966165542602539
111,6.158753395080566
112,5.079680442810059
113,5.949105262756348
114,5.609721660614014
115,5.972209930419922
116,6.613834381103516
