variable,coefficient,p_values,significance
liber,0.06574032562051607,0.30630168578299133,
life,-0.02777171135354971,0.5322088672581429,
like,0.15084604301702106,0.01871833909093502,*
limit,-0.10487855194010494,0.09802776545102006,.
line,0.018007543676787235,0.6192813606975022,
list,-0.01464061391861147,0.6995239296190354,
littl,-0.08731671053365664,0.19718622578670397,
live,0.15004081306242514,0.008245484679699775,**
local,0.06274638550436304,0.26276300645824546,
long,-0.25157795798044263,0.00010545170722312596,***
look,-0.03268146319402544,0.6048038277888483,
lose,-0.0733774605488424,0.19154404644988265,
lost,0.06667353411279862,0.3288120043795145,
lot,-0.15531257755816794,0.00969542142744973,**
love,0.0,0.9608695896804896,
made,0.08520985805610301,0.14867890629286745,
major,0.1300098309625386,0.04902775370812836,*
make,-0.18917711235107185,0.004125774130417734,**
man,-0.007401851125596608,0.8256472110615364,
manag,0.10643858836340013,0.09140021828327725,.
mani,-0.10272090121047833,0.11600903717641965,
march,-0.24053201560655904,0.0003560272946827823,***
mark,0.1085832975284641,0.10897166384208752,
matter,0.14957985219909387,0.011873051540122062,*
may,-0.0971655636957247,0.06590736518792611,.
mean,0.06342646596019405,0.25601641380982343,
media,0.20738264254816136,0.0004108885193605169,***
meet,-0.07676316070437238,0.23220958212588028,
member,0.13730238291768104,0.011113373470710262,*
men,0.07799135118321278,0.19390474678347647,
messag,-0.154935040472081,0.02396207879343178,*
middl,-0.10854216634497874,0.06121391094980067,.
might,-0.24466179596509682,4.689695913616442e-05,***
militari,-0.06361812246879016,0.16795432510290664,
million,0.11980918237331144,0.01630124207135017,*
mind,-0.030881598243947296,0.5784313929571326,
moment,-0.19235629974190654,0.004939549921933118,**
monday,-0.23967670417885548,0.00034182944653913036,***
money,0.11685793513856582,0.06537660637491358,.
month,-0.19948029454956998,0.0010900042380804426,**
morn,-0.14476969714893043,0.03274117957702645,*
move,-0.06238171221325324,0.28228131890248886,
much,-0.059332225451913904,0.3697855096452428,
must,-0.03952659998685957,0.46626666605608746,
name,0.021637874816789263,0.6421501723972971,
nation,0.02871502672913811,0.6089379627540747,
natur,0.2672455202288058,8.537015590222847e-05,***
near,-0.07008502694236478,0.2523694362876516,
need,0.0,0.9208710731197332,
never,0.07774499636670616,0.16655814367467214,
new,-0.06637711876430281,0.25416879611787313,
new york,-0.05877505189070658,0.9714880091424655,
news,-0.13766726404926494,0.019740284498889663,*
next,0.23541109850837166,0.00036009023566255943,***
night,-0.023830239237619545,0.6601298601661754,
nomin,-0.31255481351222636,0.0010451044594356864,**
nomine,-0.012103759860852657,0.7432503358396582,
non,0.06844885070377822,0.3419748162472539,
north,0.19913465326856633,0.0006479370450275562,***
note,0.18425769702004102,0.0017479022724188182,**
noth,-0.027451223695288084,0.5811759938368535,
novemb,0.5609844323137303,1.51588824649335e-15,***
number,-0.004937008504491481,0.9397382968282476,
obama,-0.12713307098171306,0.1010362912533619,
octob,0.9525101289854441,2.5108231048086275e-31,***
offer,-0.08909604763600683,0.16063196016570003,
offic,0.08952804513281953,0.0820250356731356,.
offici,-0.10239531193511542,0.0549354981548151,.
often,-0.17864861861611858,0.009265940207561173,**
old,0.1321744131879763,0.09551223208655461,.
one,0.08000787233017921,0.23698712348726336,
open,-0.004548436513975473,0.8196404736708576,
oper,0.1547042515669325,0.008045488140778354,**
opportun,-0.19877176237713162,0.009752840210516898,**
oppos,0.0,0.8589373932759192,
opposit,0.0982451098351278,0.13603016638822027,
order,0.1522076499440702,0.017069261737352612,*
organ,0.06368265738919293,0.21056202711991134,
outsid,-0.06894073988688541,0.29480660803379566,
part,-0.11719480369332776,0.04392240215952985,*
parti,0.09148992525246182,0.1095775365617438,
particular,-0.19367087462307073,0.008225503637410965,**
pass,0.0,0.9338708404554048,
past,0.04577914819948252,0.3799544483576519,
paul,0.05098270728669581,0.43751731272821437,
pay,0.017714283041288446,0.733293828155259,
peopl,0.028153794763607323,0.6153194637795081,
percent,-0.2483186623608839,2.1924736722025666e-07,***
perhap,-0.22529350671464898,0.0017171564705589335,**
person,-0.20439600887989473,0.0006090216338637025,***
place,0.000487975935332501,0.8253999613005747,
plan,-0.1134816593935036,0.03137424333412919,*
play,0.05240468726737436,0.3916316266228088,
point,-0.051657865443347176,0.3882853208256454,
polic,0.03155707767890891,0.588888702659502,
polici,0.1018678381782512,0.06771975941367793,.
polit,-0.13972775125521272,0.033976428763362626,*
politician,0.0875447764296203,0.11161540390782748,
poll,0.01883213420598121,0.7505597880404986,
posit,0.22626394185114057,0.0004124223477491161,***
possibl,0.08646321399807233,0.1488511697088301,
post,0.196772299546924,0.0006007204805511095,***
potenti,-0.011978709242992882,0.8360774302016242,
power,0.08558954121327393,0.13431346904950825,
presid,-0.08669132981245098,0.27241966160876663,
presid obama,-0.09972708762998042,0.35478225505751726,
presidenti,-0.026306310587597102,0.7639267287242892,
presidenti candid,-0.004284342815298173,0.9005355499189135,
press,-0.0407256881853504,0.505917685553481,
previous,-0.01036606909591018,0.776840713091429,
primari,-0.056297508103485765,0.4796194909519014,
privat,0.06700480004350738,0.20934089068788697,
probabl,0.09813852454097857,0.17212785341759795,
problem,-0.04013071728176649,0.446637210138927,
process,-0.0186076415950902,0.6585289572746901,
program,0.004760092581310411,0.959182285807559,
promis,0.007830569474185003,0.8964268349193393,
protect,0.0124073038951163,0.7091894263227602,
provid,0.11215355238144775,0.06498317455151151,.
public,0.07318051378481659,0.18617959933730532,
publish,0.2454300879339154,5.294855141007804e-05,***
push,-0.21448408743091504,0.001997152858675448,**
put,-0.038426039229848725,0.43262023645520664,
question,-0.07196927470438737,0.29311822099693263,
quick,0.08893117142597692,0.23789385257337448,
race,-0.11758611160518587,0.11274284227473222,
rais,-0.034711144121409854,0.6055937029753653,
ralli,-0.010369000709869847,0.767349968641819,
rate,-0.07147287920005922,0.15468756557986046,
rather,-0.0707219454524957,0.24598900457908157,
reach,-0.029006268499432507,0.6158283224656371,
read,0.007309852549713967,0.9034931050044684,
real,-0.00884437324858294,0.8032768187067415,
realli,-0.015213056730129916,0.7705198898422787,
reason,-0.0900365312043261,0.14414656510827167,
receiv,0.04518755496376639,0.40316816841456504,
recent,-0.15621108579053977,0.017655236453588043,*
record,-0.11669883720030838,0.03736864439775754,*
refer,0.11216298807855131,0.09033195436331173,.
refus,0.005466989785199737,0.9308354509058099,
relat,0.15043959485116115,0.022672885261926397,*
releas,0.014035894289235414,0.726637386292906,
remain,-0.08572622537561085,0.1689558388828657,
repeat,-0.1872709069155634,0.010852754207217782,*
report,0.14089205354270196,0.009065530722692778,**
repres,0.06713866614549276,0.2723960323194947,
republican,-0.23417851323151265,0.0014297006465043248,**
requir,-0.2688201162106926,2.618882755798752e-05,***
research,0.07520246693717686,0.2313505693891208,
respect,0.05544375703894016,0.35557520392235875,
respond,-0.03274549731293636,0.6126178496889196,
respons,-0.1775697290562056,0.0030042735164687194,**
result,0.06063200401457905,0.33556782204949687,
return,0.038724458338703666,0.43970699256414303,
reveal,0.1699260935637411,0.010458167703608532,*
right,0.09074546409234761,0.08527102446288377,.
rise,0.11245252890102099,0.0731657260861113,.
role,-0.02760551430862401,0.6942502605242378,
rule,-0.08527194039352287,0.1111263337237985,
run,-0.13462565420232728,0.0320936334793144,*
russia,0.12764362922707304,0.00523047624051598,**
said,-0.24543659807428733,4.151904577489102e-05,***
sander,-0.05949183037702265,0.6551870642870059,
say,-0.2629316274407115,8.81893823613773e-06,***
school,0.009412909147933865,0.9091459870097018,
second,0.042067529199652114,0.44060431269286604,
secretari,-0.056202601090864966,0.489059321187866,
secretari state,-0.028943843575469693,0.7920813642259806,
secur,-0.22406079636174936,4.167115761044573e-05,***
see,0.2034207693798691,0.0014907531461520128,**
seek,0.02954438295393308,0.6463021809598719,
seem,-0.12631471702478936,0.05402619835312555,.
seen,-0.23302432486754587,0.00028866293619869736,***
sen,-0.2441889512659668,0.012998761043698966,*
senat,0.05512846717503531,0.35234498465208175,
send,0.10308979571726576,0.09733196288425439,.
senior,0.0,0.9533339196890329,
sens,-0.18469039826821762,0.010846114626731441,*
sent,0.10993796829910409,0.07693854553604208,.
serious,0.0,0.9512174207549791,
serv,0.022429977384783934,0.7094278263892957,
servic,-0.03958442932820194,0.3778957004991965,
set,-0.07489406887611531,0.2561170021072545,
sever,0.00580516117574518,0.8627759763231518,
share,0.47211867316635114,5.641227332292668e-13,***
short,0.0994655447435982,0.12611446846896573,
show,0.06463480827075127,0.26528938822783665,
side,0.014073000987620094,0.8248213658338484,
sign,0.05956481853975317,0.2822257500373284,
signific,0.05942544398920526,0.304651300134688,
similar,0.1042506477339998,0.11679775797443205,
simpli,-0.014387714050451647,0.8289156191430647,
sinc,-0.003342471123573725,0.8972269264621244,
six,-0.1433832383810478,0.03582844515375228,*
small,0.0,0.9898813704217337,
social,-0.025865878493286282,0.7046324413320417,
someon,-0.024928789428022645,0.622823676346797,
someth,-0.0440946449426396,0.47110885850413786,
sourc,0.4750121995556155,7.536339788320496e-15,***
south,0.12134784824054663,0.04040752633825596,*
speak,-0.10617137430903906,0.07660363719170972,.
specif,-0.11748681084221274,0.07455175489272446,.
speech,-0.1259443831306734,0.033136487660524565,*
stand,-0.01014147862687542,0.7503745835084827,
start,0.08978192450350146,0.1489521659735906,
state,-0.054035959031486246,0.40265645512959325,
statement,-0.06364822233462612,0.2788112331818332,
stay,0.057460074813262055,0.46026674993734495,
step,-0.056567664040740324,0.3475480625950329,
still,0.041491497834194854,0.35290985103566774,
stop,0.0,0.9973415598752382,
stori,-0.10966310497751454,0.03419925143015724,*
street,0.024734017607717106,0.7275503953987528,
strong,-0.20884796842785655,0.002973447742814766,**
success,-0.04894939866251575,0.39495990063887976,
suggest,-0.09383013817392455,0.1622534076190334,
support,0.04665259483351975,0.44196305259072644,
sure,0.11026158729291845,0.11191775525380332,
system,0.036876170968913075,0.448190927501251,
take,0.20812213196857035,0.0006957963558386918,***
taken,0.07033855528890096,0.2520824836097074,
talk,-0.034564567515696774,0.5843921800030953,
target,-0.033852037224716754,0.5835091577184455,
team,0.040583050757587176,0.5687580973587477,
ted,0.183818413048318,0.20029633424614823,
tell,0.0598051169042882,0.2792832550601888,
term,0.0,0.9449358300818529,
terror,-0.2828146205077347,7.544776943436134e-06,***
terrorist,0.019931998677605055,0.6228704540242986,
texa,-0.09220531459190198,0.21300054328895268,
thing,0.05044770102601969,0.45419066879936265,
think,0.020737090306195697,0.6861898548450174,
third,0.0670708868721449,0.31864742497597875,
though,0.08075346773441201,0.2043256660730265,
thought,0.07194308679470428,0.2628305608739848,
thousand,0.0,0.9913638867560592,
threat,-0.16054995948441572,0.007865172456231997,**
three,0.0014142974539691048,0.873479813062998,
thursday,-0.2277378037692497,0.0003100156933800106,***
time,0.04634081252193633,0.5212581649293477,
today,0.010084772057976124,0.8283345127332803,
togeth,-0.19116119420508096,0.004302531444801232,**
told,-0.009118830617576708,0.8867839556989356,
took,0.01686654575809298,0.8156753137731849,
top,-0.07886265064725807,0.24222788024094988,
total,-0.11893066654883608,0.04222039182687762,*
toward,-0.04203688520977242,0.4771400471060675,
tri,0.009343895985852469,0.8382959068603362,
true,-0.13553401339604104,0.03693484835183385,*
trump,0.17604627358672348,0.0024197603085874615,**
tuesday,-0.2754087579607865,3.7479517697620786e-05,***
turn,0.03576988162032303,0.5009571482761261,
twitter,-0.2438574324432903,0.000505142099700318,***
two,0.022649192531458633,0.6039252463122882,
understand,-0.14847338651899925,0.021901811462749454,*
unit,0.0060848521193305185,0.8761373490245856,
unit state,-0.0338835121042937,0.6998594738936561,
univers,0.005764638092100284,0.7816356398597933,
us,0.11056324684464804,0.0549458899686789,.
use,0.18160314220447174,0.002299704644592226,**
victori,0.05847550544386914,0.41991190653513577,
video,0.046550724195235614,0.3775746191556596,
view,0.0,0.9193429516665207,
vote,0.1003360880698256,0.06432027074229424,.
voter,-0.002292826199040984,0.8872135566313174,
wall,0.07545596890931895,0.2540671964347021,
want,0.0764202391401084,0.1916512012613214,
war,0.19047863002278512,0.00034642221654065697,***
warn,0.07932773490086062,0.17749337837698898,
washington,-0.1436298089539804,0.02544057044568036,*
watch,0.10973177071826234,0.09157320374866883,.
way,-0.13120928392876344,0.03950386452519146,*
wednesday,0.031541661074673696,0.5169653378315543,
week,-0.16809324488726385,0.020501603931550257,*
well,0.07376833156600596,0.2578670870339239,
went,0.022445522663280662,0.6576357398317066,
whether,-0.33042210975759406,9.306008557413928e-07,***
white,-0.04350765856622794,0.46792206000257686,
white hous,-0.038642748562767226,0.740586147131205,
whole,0.10720496315855328,0.11063420639559658,
whose,0.009860537180799366,0.7564171919169447,
win,-0.1279169847083839,0.03849928996815881,*
within,0.005872089489421243,0.9371145843252174,
without,0.08592294148266785,0.11236488269620722,
woman,-0.11615364910178524,0.06221878367159516,.
women,0.005596674807553235,0.8869440347383306,
word,-0.07850486756621367,0.14784707797220734,
work,0.04826403646054132,0.3505848412251442,
world,0.13741916723003367,0.018541563392054372,*
would,-0.0561100038062945,0.3468536284973952,
write,0.04340006699741776,0.5110358434000628,
wrong,-0.24640991041156216,0.0003733566488700178,***
wrote,-0.006232699312147802,0.845851512058249,
year,0.1039520827263435,0.10485117595796034,
year ago,-0.2091881806065422,0.03464287903646009,*
year old,-0.04276088579682555,0.4846322214678177,
yet,-0.0183395953796238,0.7931966646051734,
york,-0.14602362059752014,0.9757210198373477,
young,-0.11425879439679436,0.052803741571621716,.
