variable,coefficient,p_values,significance
level,-0.13665960018561996,0.1032313153849225,
liber,0.09462387384207951,0.16890353159798344,
life,0.12244541933454281,0.07603503763878326,.
like,0.10341208823406861,0.18357237318315223,
limit,-0.25473455061899614,0.0032942607868435103,**
line,0.08745030916606501,0.36009798128084336,
list,-0.0654399034902178,0.32889749631572207,
littl,-0.09039266513145523,0.394583387439453,
live,0.24641470712302785,0.005486843121272742,**
local,0.09712875643538384,0.1908944940185061,
long,-0.3251566380691479,8.80994435386193e-05,***
look,-0.028913371336752588,0.5650457317116169,
lose,-0.08964774302587147,0.107622262561135,
lost,0.02875064176219272,0.4593769641247405,
lot,-0.05944686681647773,0.5446039063738608,
love,-0.03569688615623135,0.5671029806991497,
made,0.22579145846040577,0.001872828080922778,**
major,0.09431137206469822,0.23025307522055083,
make,-0.3649410828469762,2.6014048921520872e-05,***
man,0.1585620816391248,0.043660246523941224,*
manag,0.07764730607546158,0.27176956089550697,
mani,-0.2333002229546034,0.0039630010586590445,**
march,-0.3380198477558818,0.00019694941049825686,***
mark,0.1174722607539558,0.1968839542729165,
matter,0.1745101335499526,0.06928284787720572,.
may,-0.05257196281494446,0.4471142429416204,
mean,0.07093639190656732,0.5726453484344447,
media,0.21493937695445373,0.006547052932952438,**
meet,-0.15261357930176558,0.09238902671515123,.
member,0.1907351558259863,0.009997916330272905,**
men,0.01758084552021037,0.7217752834851803,
messag,-0.3093381231201178,0.0017991710290013016,**
middl,-0.14992905405345933,0.011410750729193352,*
might,-0.3204503814094662,7.369231204845866e-05,***
militari,-0.1084411249673437,0.05285274725589439,.
million,0.08394850424125753,0.32609867907057755,
mind,-0.009726077142608338,0.9932853392065724,
moment,-0.23569987910534704,0.00599995620139907,**
monday,-0.3052444699101979,0.001757921454459253,**
money,0.08368387907112154,0.263184677545797,
month,-0.29218831334787215,0.0006606991210569702,***
morn,-0.3089645837984537,0.0007072934165699981,***
move,-0.1510722731856829,0.024447857837163765,*
much,-0.0019557357595594905,0.8390545865314689,
must,-0.1831242546075792,0.015373383556941893,*
name,-0.053279413511926506,0.5142419643578715,
nation,0.13184291305820053,0.06857235556880142,.
natur,0.3488796198384772,0.00013325769448783024,***
near,-0.08466093023627477,0.17725301230413615,
need,-0.02315531630753365,0.5999999028715959,
never,0.054987987263950946,0.39074602534750624,
new,-0.060099255972700764,0.42445985255963636,
new york,-0.14076226751316911,0.9994927437173761,
news,-0.29452359960439795,0.0002517804364890323,***
next,0.37973962143742335,1.64064664711583e-05,***
night,0.041313518073203694,0.3955347610820835,
nomin,-0.2784101863154531,0.044968457864559316,*
nomine,-0.1129789077015325,0.11668325421284158,
non,0.13660249899005397,0.1670365715531309,
north,0.2298472400671756,0.003910647063605233,**
note,0.22347840169979272,0.006493811938026767,**
noth,-0.05531572769307143,0.4028314201902021,
novemb,0.7503979124289946,1.6473249454379025e-12,***
number,-0.06823949612838473,0.39053659713551314,
obama,0.0,0.5180325754729589,
octob,1.2524049442318825,4.132203095405939e-21,***
offer,-0.003027543910754063,0.9258697182322129,
offic,0.13245831021207743,0.027495568589979497,*
offici,-0.07716348082100809,0.19901702399832355,
often,-0.09374476230890594,0.563463155769445,
old,0.130205177857366,0.19297536246305425,
one,0.0402255774823268,0.3741284288381014,
open,0.09421014671087327,0.21562118223474092,
oper,0.2494024340405075,0.0031478479552582554,**
opportun,-0.451245467837665,8.142848315553403e-05,***
oppos,0.0,0.7535271605665862,
opposit,0.09645376944655203,0.16752604264348658,
order,0.23780143499484455,0.0029585555452654034,**
organ,0.043892218103907955,0.36656006522791995,
outsid,-0.04952857957723231,0.5029464420647354,
part,-0.23114973379701767,0.001577933051469922,**
parti,0.0050933684790436225,0.6617124702632065,
particular,-0.20583009170797734,0.025537019512961265,*
pass,-0.07534470945329598,0.23104662776641405,
past,0.1274401710708854,0.07237869485223698,.
paul,0.1037975551020601,0.12719233130740895,
pay,0.0,0.6967080760782274,
peopl,-8.577333078694876e-05,0.8028540293943417,
percent,-0.22411222149685076,0.002961588803578354,**
perhap,-0.29210013536082874,0.000735464343370982,***
person,-0.3173871578408064,5.5539765486265424e-05,***
place,-0.03990214375411353,0.7467636830488189,
plan,-0.23941113288194818,0.00036758603529019203,***
play,0.0,0.8018035394691074,
point,-0.11262098790628654,0.139426234013094,
polic,0.0060290842249054975,0.7151959098022118,
polici,0.24218492901785377,0.002132389536732415,**
polit,-0.23618279560750993,0.0072202918532080235,**
politician,0.25134494194643114,0.0009419123777835072,***
poll,0.11372500981793923,0.24665001560180633,
posit,0.37852677736781704,1.040610666437827e-05,***
possibl,0.1757183946251171,0.013062838579002728,*
post,0.2926533960268776,0.00015899872052370533,***
potenti,-0.050633306869159726,0.6849287127314017,
power,0.0574209838902395,0.3318485003539091,
presid,-0.16576609386925015,0.10276995414905199,
presid obama,-0.17039120045743938,0.09201445065632731,.
presidenti,-0.04566823493792469,0.6279658503105361,
presidenti candid,0.0,0.9613542587719175,
press,-0.12973365162228248,0.10993147703002917,
previous,0.04713314694548252,0.4577946834872605,
primari,-0.25798476156305433,0.019253827982031516,*
privat,0.05249608070862189,0.3563722513358357,
probabl,0.11900976878307995,0.16592055450280951,
problem,-0.08084348190478102,0.4064662256745384,
process,-0.09704097518856031,0.3388367497513217,
program,2.223541999293006e-05,0.9667248672948249,
promis,-0.03873924024786549,0.5476692520642372,
protect,0.03817090413761211,0.5630183563246114,
provid,0.13582875887297025,0.0786655318134469,.
public,0.10316258650768123,0.1788227583651909,
publish,0.38915317006551203,2.1356091785281576e-06,***
push,-0.2491334966124802,0.01154354733032995,*
put,-0.08748778274560749,0.12416925407549533,
question,-0.0009374324743000574,0.891214837018548,
quick,0.027829871061999297,0.7491965210965703,
race,-0.1036269043438801,0.14415916732634435,
rais,-0.07235797467251506,0.32211162287547124,
ralli,-0.057035071366181606,0.3142599010697713,
rate,-0.1177939943569426,0.17772317724942177,
rather,0.016552690694815807,0.8496106880784813,
reach,-0.0652343476135453,0.7917922584171465,
read,0.119351655013191,0.16423602610428456,
real,0.01007449842412707,0.6946711293895249,
realli,-0.11570879974345424,0.1246984401849039,
reason,-0.07584706473919724,0.45332997408633835,
receiv,0.02161685555425405,0.7008519304011844,
recent,-0.0663715203347423,0.6516932264999284,
record,-0.16096170149092306,0.017582178982745066,*
refer,0.05775138232284892,0.40950264572385786,
refus,0.006469566897271641,0.9051301604809929,
relat,0.0,0.8416361087576046,
releas,-0.0023231915819655565,0.711745281638494,
remain,-0.09276033645891528,0.12514591594969265,
repeat,-0.2939237799381823,0.005751516164545255,**
report,0.19579200766723853,0.01963466337425135,*
repres,0.21151040339438756,0.006622975500140573,**
republican,-0.2885565974159282,0.012167612541108925,*
requir,-0.31250688529576803,0.0005984701320048429,***
research,0.048071479610668696,0.47120249802510683,
respect,0.06528115170024601,0.3482751407459579,
respond,0.0,0.7234116467991403,
respons,-0.2541920170801458,0.004793169658161442,**
result,0.19776628741815347,0.007122366886735135,**
return,0.18903592123952168,0.02186618642725844,*
reveal,0.10900532585374342,0.1783439508952651,
right,0.11315663999886975,0.047947328475133624,*
rise,0.16001428667242512,0.05003456218758287,.
role,-0.03228724215469276,0.6649924906224223,
rule,-0.06751977884995156,0.3255236390545957,
run,0.029352466980508023,0.3353449897074121,
russia,0.24480637318593151,4.781630986130679e-05,***
said,-0.30173288540738163,6.347127470266821e-05,***
sander,0.0812220827809093,0.07605409934918615,.
say,-0.2969979297587837,0.00019704332100437468,***
school,0.013955580010435611,0.9813904144656941,
second,0.00878286826611609,0.7931847602983395,
secretari,-0.24580532474025987,0.009532905185933218,**
secretari state,0.25213651377117846,0.03542521164062594,*
secur,-0.23510286613329445,0.0017120679412715102,**
see,0.10098273172067598,0.3787129827857637,
seek,0.0,0.7956443823544521,
seem,-0.07093872818797164,0.3495367399644521,
seen,-0.3335267745304772,0.00031492502477819715,***
sen,-0.21717233466326527,0.13087863726268345,
senat,0.06945366503487123,0.29545400109277653,
send,0.10162731300834489,0.1328899851930247,
senior,-0.01975493183208047,0.8257209369338822,
sens,-0.13154940525010853,0.3188351282645401,
sent,0.06338470868272926,0.42244897668329895,
serious,-0.08927647868677419,0.13680933924159103,
serv,0.017690179563469712,0.6927926401832245,
servic,0.053268499938002346,0.25466357593688815,
set,-0.016734780612615605,0.9805068974162958,
sever,0.06434595550097578,0.2907093632785829,
share,0.6305792213740694,7.731171237581781e-11,***
short,0.1558206593073418,0.05419644820827001,.
show,0.15657573281461284,0.03841460659848569,*
side,0.10715996609557844,0.14547503741043138,
sign,0.0,0.5652665411886284,
signific,0.008019684207146447,0.8191467150357222,
similar,0.04500185997386006,0.6114232917527902,
simpli,0.09834155022121466,0.19963902388815613,
sinc,-0.0390343570965137,0.6420677973917607,
six,-0.14114660230385206,0.18996928434791427,
small,-0.1302970255960148,0.08746683316452199,.
social,-0.01659664376806439,0.6113108980315958,
someon,0.10939936685895814,0.21860982976151866,
someth,-0.041101983759336325,0.3285436151394715,
sourc,0.7286648198647235,4.913915382425781e-13,***
south,0.18073225873756507,0.025937343805651488,*
speak,-0.14395250303392593,0.04933789788716315,*
specif,-0.11816060828027931,0.09043217925682999,.
speech,-0.23738558806579008,0.00233139332230376,**
stand,-0.013610196105463499,0.7517868133230564,
start,0.019313062210676493,0.5250094725970783,
state,-0.14822382047743116,0.17625055424975922,
statement,-0.01629186081817377,0.7473963700038416,
stay,0.10744131802680557,0.271214648599445,
step,-0.07285011424554472,0.18279839299542233,
still,0.16281203666369518,0.01168948197491571,*
stop,-0.03123027891169251,0.4357330260020681,
stori,-0.04452739030718581,0.6207494286472358,
street,0.09296452694492344,0.11725263405817404,
strong,-0.14010581273073497,0.13569597029444186,
success,0.0,0.9041358072430306,
suggest,-0.13594537021843842,0.1378845941005643,
support,0.0737097481441268,0.3731581481866644,
sure,0.21704123327350577,0.015096242198045798,*
system,0.10535683587734386,0.0713317190528733,.
take,0.31189335394605233,5.3971367219284375e-05,***
taken,0.17947971322317788,0.015412393067007996,*
talk,-0.13255918493038227,0.19737174642069477,
target,-0.22038567204525958,0.0998508500520156,.
team,0.08489483873156047,0.2437865382335589,
ted,-0.2602141289942066,0.21285081856860677,
tell,0.0,0.940231496162864,
term,-0.08867450563782571,0.18556820332024426,
terror,-0.39530039240865295,2.472375367536979e-05,***
terrorist,-0.043170221260219736,0.6507644699163077,
texa,-0.1464257774152237,0.1137939086657997,
thing,0.12473865977026256,0.18901874626117876,
think,0.205604667584593,0.00867905483007222,**
third,-0.06650577935117269,0.5215631030659373,
though,0.12004736450802551,0.34173430423021744,
thought,0.03848364181392129,0.4882406658127776,
thousand,-0.133644591833943,0.03378558920221867,*
threat,-0.18650429083820153,0.0032920545552649993,**
three,0.04501594264917414,0.9041150260061819,
thursday,-0.22065690165365798,0.002976769195701633,**
time,0.14070636198192402,0.19885510638829562,
today,0.16360742756372304,0.027232869853989386,*
togeth,-0.2692475650478826,0.002680018682644559,**
told,0.0,0.8177315698650843,
took,-0.05844694675165152,0.35829326842730036,
top,-0.036700280514738386,0.6142461521133338,
total,-0.16237631439561714,0.06105967604758498,.
toward,-0.030714261910495345,0.8488757658970597,
tri,0.08919157645898228,0.20422324402456904,
true,-0.20404965007178286,0.0034505323550616486,**
trump,0.1907301792627273,0.006189783888269422,**
tuesday,-0.2048997694416806,0.03840366112890937,*
turn,0.14101301530193025,0.020056641011182166,*
twitter,-0.2809036610092215,0.0017649772693736179,**
two,0.21206759042847428,0.001906653747275848,**
understand,-0.21739659492312896,0.013461590485328188,*
unit,0.15179822968732076,0.4406260431137289,
unit state,-0.03292452969177214,0.8190632010857661,
univers,0.027651295234979598,0.8297487665379739,
us,0.08486694498259557,0.4267674363868782,
use,0.06834044743984989,0.7083962261095752,
victori,0.019274644834945464,0.7892182092095801,
video,0.0,0.9469188986151613,
view,0.18702703089986691,0.02340036707674197,*
vote,0.24444790669052235,0.00016946165653010565,***
voter,-0.0622457414781223,0.15530492908087087,
wall,0.08844393414399171,0.5920434190426345,
want,0.1133306039210603,0.2528520051895119,
war,0.2751711790107458,0.0001238887756113465,***
warn,0.0,0.4904236857614549,
washington,-0.17773343991409096,0.017186820440797567,*
watch,0.15992536865690102,0.0895609673476785,.
way,-0.24009872832278709,0.0022622593571446537,**
wednesday,0.01880078340669128,0.5227877489563993,
week,-0.27560296553568603,0.010478860671218072,*
well,0.1540667269420054,0.05166329549425205,.
went,0.0830044296555124,0.16169297538859273,
whether,-0.3813820952688841,1.5694720140074206e-05,***
white,-0.10570222030843376,0.13214991313468744,
white hous,0.0,0.883380038240605,
whole,0.14497276111038143,0.08060195745206807,.
whose,0.006888531179190866,0.5263235536765467,
win,0.0,0.927769244926856,
within,-0.11337361707101368,0.0687032219475896,.
without,0.06897438930195489,0.3744817052364122,
woman,-0.09829404713921229,0.1806946052678583,
women,0.0021112423601305987,0.9649607005995962,
word,-0.10612401766767242,0.18813669039026093,
work,0.05917568793609106,0.610220050986639,
world,0.029113549700680735,0.8660799851158485,
would,-0.17903005980897707,0.01793143883005425,*
write,0.0,0.598066336757179,
wrong,-0.6009459339023583,2.6318389256216757e-10,***
wrote,-0.07454132948777882,0.33142143322197826,
year,0.21614064862301008,0.00427963973473452,**
year ago,-0.3939296222146661,0.01562389290534189,*
year old,-0.052902491073721296,0.3648594373312639,
yet,-0.19910894476033925,0.0456989530123604,*
york,-0.18786502094952828,0.9995455620633698,
young,-0.1190871604212381,0.09396249837143063,.
